https://blagovist.ua/object/33660753,1.0,186.1,4.0,0.75,2154.4808904272913,110.0,372000.0
https://blagovist.ua/object/285239847,1.0,140.0,3.0,0.75,1833.609867054204,1.0,330000.0
https://blagovist.ua/object/110380,1.0,152.0,3.0,0.6428571428571429,2899.842160850431,11.0,359000.0
https://blagovist.ua/object/420887438,11.0,113.4,2.0,0.2857142857142857,3944.689234431295,6.0,340000.0
https://blagovist.ua/object/285231623,1.0,102.0,3.0,0.56,5413.708496119627,6.0,375000.0
https://blagovist.ua/object/117485064,1.0,158.0,4.0,0.7,4363.099709868439,11.0,310000.0
https://blagovist.ua/object/201361369,3.0,151.0,4.0,0.36363636363636365,5376.483908436751,1.0,408000.0
https://blagovist.ua/object/419967818,1.0,180.0,3.0,0.6875,7096.411003648401,16.0,275000.0
https://blagovist.ua/object/33658537,1.0,166.0,3.0,0.96,3446.3860707731305,1.0,417000.0
https://blagovist.ua/object/117482025,1.0,70.0,1.0,0.64,2555.866598051911,6.0,275000.0
https://blagovist.ua/object/184570188,3.0,182.2,4.0,0.48,2394.3503815076688,6.0,270000.0
https://blagovist.ua/object/33658357,10.0,85.0,2.0,0.6428571428571429,3330.339350137729,1.0,305000.0
https://blagovist.ua/object/251682088,1.0,165.0,3.0,0.5111111111111111,1663.917232959166,6.0,281000.0
https://blagovist.ua/object/419764140,1.0,128.0,4.0,0.125,2815.235968452387,11.0,400000.0
https://blagovist.ua/object/33660477,1.0,203.0,4.0,0.5833333333333334,2461.7020248417375,16.0,285000.0
https://blagovist.ua/object/419533502,1.0,208.0,6.0,0.96,9068.26973368761,11.0,370000.0
https://blagovist.ua/object/421044162,1.0,114.0,3.0,1.0,1597.7848409673309,81.0,370000.0
https://blagovist.ua/object/201356380,1.0,177.0,4.0,0.5,1844.8870213694956,11.0,355000.0
https://blagovist.ua/object/201362294,1.0,105.0,3.0,0.35294117647058826,2179.418743695166,11.0,300000.0
https://blagovist.ua/object/117484050,1.0,112.6,3.0,0.3870967741935484,1811.8894467482696,1.0,420000.0
https://blagovist.ua/object/419941972,1.0,170.0,4.0,0.17857142857142858,3696.023984639892,16.0,380000.0
https://blagovist.ua/object/420225277,1.0,175.0,4.0,0.125,5383.4370282678765,16.0,280000.0
https://blagovist.ua/object/419498802,3.0,115.0,3.0,0.391304347826087,8376.375135094708,6.0,280000.0
https://blagovist.ua/object/251675495,1.0,105.9,2.0,0.88,2734.903585695341,6.0,394000.0
https://blagovist.ua/object/16865204,1.0,132.0,4.0,0.625,5410.052385866162,16.0,270000.0
https://blagovist.ua/object/67144715,1.0,205.0,4.0,0.6521739130434783,3198.1415006685506,16.0,430000.0
https://blagovist.ua/object/33661094,1.0,104.4,3.0,0.375,3960.2123737042493,6.0,375000.0
https://blagovist.ua/object/50366004,1.0,90.0,3.0,0.64,4860.605404824051,6.0,330000.0
https://blagovist.ua/object/419990684,1.0,163.0,4.0,0.92,4566.80725417779,6.0,320000.0
https://blagovist.ua/object/117483716,1.0,155.0,4.0,0.26666666666666666,4737.660423704151,16.0,350000.0
https://blagovist.ua/object/419912638,1.0,180.0,4.0,0.42857142857142855,2383.48051545684,25.0,350000.0
https://blagovist.ua/object/67137964,1.0,80.0,2.0,0.4,864.5292479416811,110.0,350000.0
https://blagovist.ua/object/201359739,1.0,140.0,3.0,0.7391304347826086,2742.7086058769405,16.0,300000.0
https://blagovist.ua/object/420763105,1.0,102.3,2.0,0.8,2806.953459277713,11.0,370000.0
https://blagovist.ua/object/83924781,1.0,165.0,3.0,0.36363636363636365,4369.247158750357,6.0,400000.0
https://blagovist.ua/object/419931733,1.0,209.0,4.0,0.45,2404.0153631227918,16.0,408000.0
https://blagovist.ua/object/251681549,1.0,167.0,4.0,0.6666666666666666,2742.270969588279,6.0,410000.0
https://blagovist.ua/object/285228827,1.0,140.0,4.0,0.625,5379.652364522166,11.0,280000.0
https://blagovist.ua/object/419590687,1.0,230.0,5.0,0.42857142857142855,3253.6486228504623,25.0,340000.0
https://blagovist.ua/object/285231746,1.0,165.0,3.0,0.16,2951.048864540258,6.0,265000.0
https://blagovist.ua/object/117484572,1.0,115.0,3.0,0.5384615384615384,7242.989512354391,1.0,302000.0
https://blagovist.ua/object/201361640,1.0,125.0,3.0,0.72,2248.1789741003204,6.0,300000.0
https://blagovist.ua/object/201360661,1.0,125.0,4.0,0.6538461538461539,4620.856122656455,6.0,335000.0
https://blagovist.ua/object/33659263,3.0,128.9,3.0,0.39285714285714285,3799.152415828746,6.0,387000.0
https://blagovist.ua/object/251683097,1.0,108.0,3.0,0.16666666666666666,3959.159823523174,6.0,310000.0
https://blagovist.ua/object/251675889,1.0,135.8,3.0,0.36,2734.903585695341,6.0,407000.0
https://blagovist.ua/object/109038,1.0,93.5,2.0,0.10526315789473684,2468.5516135572652,11.0,295000.0
https://blagovist.ua/object/117483521,1.0,139.0,3.0,0.8260869565217391,5569.323785489307,16.0,375000.0
https://blagovist.ua/object/117482535,1.0,240.0,5.0,0.25,820.766453124278,110.0,400000.0
https://blagovist.ua/object/33660560,1.0,115.0,4.0,0.5,3027.0593803844004,110.0,350000.0
https://blagovist.ua/object/285234945,2.0,107.0,3.0,0.3333333333333333,3297.9638538065233,1.0,410000.0
https://blagovist.ua/object/67146659,1.0,66.2,2.0,0.9090909090909091,586.4892689325326,81.0,280000.0
https://blagovist.ua/object/419689468,3.0,157.0,4.0,0.7916666666666666,3606.3834274531373,6.0,320000.0
https://blagovist.ua/object/201362094,3.0,120.0,2.0,0.6,1321.4403049116572,6.0,345000.0
https://blagovist.ua/object/33659264,3.0,128.9,4.0,0.39285714285714285,3799.152415828746,6.0,387000.0
https://blagovist.ua/object/117483382,1.0,109.0,3.0,0.3,3577.0938642689866,6.0,294000.0
https://blagovist.ua/object/201361992,1.0,130.0,3.0,0.3181818181818182,2899.842160850431,11.0,350000.0
https://blagovist.ua/object/108784,1.0,200.0,4.0,0.9375,6008.566657396155,16.0,290000.0
