URL,Material,TotalArea,RoomsNumber,FloorNumberCoeff,Distance,ApartmentAge,Price
https://blagovist.ua/object/184575025,1.0,72.8,2.0,0.8333333333333334,1561.3541711573862,1.0,124000.0
https://blagovist.ua/object/419773686,1.0,84.0,3.0,0.8,8775.752024056945,16.0,100000.0
https://blagovist.ua/object/106785,4.0,49.0,1.0,0.88,7861.998208099068,26.0,45000.0
https://blagovist.ua/object/83921946,2.0,100.0,3.0,0.18181818181818182,8738.764262612412,26.0,95000.0
https://blagovist.ua/object/419887106,1.0,68.0,3.0,0.3333333333333333,5570.035216239612,39.0,80000.0
https://blagovist.ua/object/419767738,1.0,95.0,4.0,0.9375,6562.97378365714,34.0,105000.0
https://blagovist.ua/object/420850112,4.0,100.0,5.0,0.1111111111111111,8036.5792288494995,23.0,70000.0
https://blagovist.ua/object/420385183,1.0,44.0,2.0,0.2,2715.632968896318,62.0,59500.0
https://blagovist.ua/object/117485345,7.0,42.0,1.0,0.16666666666666666,11949.31178656594,6.0,59000.0
https://blagovist.ua/object/420613996,1.0,57.0,2.0,0.5217391304347826,10716.629092523704,11.0,100000.0
https://blagovist.ua/object/201361794,2.0,79.0,3.0,0.38461538461538464,4991.013202809302,1.0,85000.0
https://blagovist.ua/object/419761692,3.0,54.6,1.0,0.13636363636363635,4183.357674507,6.0,109000.0
https://blagovist.ua/object/117481604,1.0,96.0,3.0,0.5909090909090909,4067.822533350531,16.0,103000.0
https://blagovist.ua/object/285238949,1.0,46.8,1.0,0.125,3147.652606081931,1.0,120000.0
https://blagovist.ua/object/251683596,7.0,95.3,3.0,0.2608695652173913,10935.49660904053,6.0,76700.0
https://blagovist.ua/object/385896156,1.0,96.0,3.0,0.5625,10642.563013842266,16.0,83500.0
https://blagovist.ua/object/421307848,2.0,100.0,3.0,0.84,7960.801559268366,6.0,102000.0
https://blagovist.ua/object/419927421,1.0,64.0,2.0,0.9166666666666666,8025.354920552884,6.0,70000.0
https://blagovist.ua/object/83901648,1.0,126.0,4.0,0.2857142857142857,10702.800202718518,16.0,130000.0
https://blagovist.ua/object/420755848,1.0,101.0,2.0,0.76,8048.6685915877315,6.0,65000.0
https://blagovist.ua/object/201360683,4.0,55.2,3.0,1.0,7249.570679820398,64.0,45000.0
https://blagovist.ua/object/83910060,1.0,69.4,3.0,0.23529411764705882,15250.11364916526,6.0,65000.0
https://blagovist.ua/object/419604959,1.0,91.0,3.0,0.16666666666666666,3657.5143322115696,34.0,127000.0
https://blagovist.ua/object/419547592,1.0,70.0,3.0,0.16666666666666666,2509.685764246198,81.0,85000.0
https://blagovist.ua/object/117485230,1.0,48.0,1.0,0.4166666666666667,3982.841430673505,1.0,104000.0
https://blagovist.ua/object/285232670,2.0,100.0,3.0,0.4090909090909091,6849.364501098391,16.0,91000.0
https://blagovist.ua/object/251684231,1.0,39.0,1.0,0.6875,7260.032754718528,1.0,70000.0
https://blagovist.ua/object/33659161,1.0,32.5,1.0,0.4,4288.762095403932,62.0,50000.0
https://blagovist.ua/object/419996871,4.0,80.0,2.0,0.4444444444444444,6887.719123711883,39.0,97000.0
https://blagovist.ua/object/285234381,4.0,96.0,4.0,0.5555555555555556,7478.204899330919,32.0,60000.0
https://blagovist.ua/object/419819240,1.0,93.0,2.0,1.0,5031.263427373433,25.0,114000.0
https://blagovist.ua/object/420119437,1.0,48.0,1.0,0.5,8207.45669373852,11.0,55000.0
https://blagovist.ua/object/251683511,7.0,95.4,3.0,0.21739130434782608,10935.49660904053,6.0,77800.0
https://blagovist.ua/object/419942274,3.0,50.0,1.0,0.2571428571428571,6259.787485730208,6.0,95000.0
https://blagovist.ua/object/117484048,1.0,33.0,1.0,1.0,968.2225249912286,110.0,96000.0
https://blagovist.ua/object/419808216,1.0,72.0,2.0,0.9230769230769231,4953.248748254861,1.0,72000.0
https://blagovist.ua/object/419865567,4.0,62.0,3.0,0.75,7830.923482046602,64.0,67000.0
https://blagovist.ua/object/385896850,4.0,56.0,3.0,0.2,7143.269202575833,62.0,63000.0
https://blagovist.ua/object/419964545,1.0,66.0,3.0,0.5555555555555556,8857.404375332357,23.0,55000.0
https://blagovist.ua/object/420504258,2.0,72.0,3.0,0.2,9897.336303882312,26.0,70000.0
https://blagovist.ua/object/419934604,7.0,58.0,2.0,0.6,9209.118928057364,1.0,55000.0
https://blagovist.ua/object/83928264,1.0,54.8,2.0,0.25,1476.9188029522338,110.0,110000.0
https://blagovist.ua/object/50354978,2.0,95.0,3.0,0.08,8025.866821694408,22.0,110000.0
https://blagovist.ua/object/419950438,4.0,54.0,2.0,0.4444444444444444,6945.459096330299,64.0,65000.0
