URL,Price,Material,TotalArea,RoomsNumber,ApartmentFloorNumber,MaxFloorNumber,Latitude,Longitude,ApartmentAge
https://blagovist.ua/object/285237738,84979.98999499751,Панель,71.2,3,9,9,50.4533806,30.385106,134 серия
https://blagovist.ua/object/33660393,2659704.852426213,Кирпич,760,6,21,21,50.407541,30.556827,спецпроект 2016-2020 гг.
https://blagovist.ua/object/33660392,70010.00500250126,Кирпич,66.7,2,2,10,50.4748398,30.35316,спецпроект 2016-2020 гг.
https://blagovist.ua/object/285237732,76988.49424712357,Кирпич,67,2,9,24,50.4038045,30.5138064,спецпроект 2011-2015 гг.
https://blagovist.ua/object/33660396,44009.50475237619,Панель,59.5,3,8,9,50.4350421,30.606882,чешский проект
https://blagovist.ua/object/251683082,22998.999499749876,Монолит,37.6,1,12,25,50.4128865,30.4760253,спецпроект 2016-2020 гг.
https://blagovist.ua/object/419691031,257978.9894947474,Кирпич,145,3,14,24,50.4624279,30.4929024,спецпроект 2011-2015 гг.
https://blagovist.ua/object/419824695,92971.48574287145,Кирпич,54,1,8,25,50.4826072,30.4512322,спецпроект 2011-2015 гг.
https://blagovist.ua/object/419608996,70985.49274637319,Кирпич,70,3,5,9,50.5217978,30.5224968,96 серия
https://blagovist.ua/object/33660389,661455.727863932,Кирпич,147,3,6,21,50.407541,30.556827,спецпроект 2016-2020 гг.
https://blagovist.ua/object/251683087,520010.0050025013,Кирпич,161,4,5,5,50.4432685,30.5276041,Сталинка
https://blagovist.ua/object/251683085,19209.6048024012,Монолит,30.4,1,19,25,50.4128865,30.4760253,спецпроект 2016-2020 гг.
https://blagovist.ua/object/420523170,204964.98249124564,Кирпич,140,3,22,28,50.4098854,30.6334754,спецпроект 2000-2005 гг.
https://blagovist.ua/object/251683086,150000.0,Кирпич,96,4,4,5,50.4325369,30.5450617,Сталинка
https://blagovist.ua/object/419874905,64907.45372686344,null,54,1,18,26,50.3987456,30.6126685,спецпроект 2016-2020 гг.
https://blagovist.ua/object/251683083,22998.999499749876,Монолит,37.6,1,21,25,50.4128865,30.4760253,спецпроект 2016-2020 гг.
https://blagovist.ua/object/251683084,22998.999499749876,Монолит,37.6,1,24,25,50.4128865,30.4760253,спецпроект 2016-2020 гг.
