URL,Material,TotalArea,RoomsNumber,FloorNumberCoeff,Latitude,Longitude,Distance,ApartmentAge,Price
https://blagovist.ua/object/419529319,1,171,5,0.375,50.4513357,30.3512873,12258.996985677732,11,205000
https://blagovist.ua/object/117480415,3,126.5,3,0.9375,50.4220849,30.5148577,3198.1366398100045,6,227000
https://blagovist.ua/object/421184356,1,76,2,1.0,50.46651,30.49033,2991.271177133806,6,105000
https://blagovist.ua/object/117484050,1,112.6,3,0.3870967741935484,50.4346578,30.5312405,1811.8894467482696,1,420000
https://blagovist.ua/object/419734242,4,114,4,0.9047619047619048,50.4280478,30.544534,2873.002956596738,34,168000
https://blagovist.ua/object/67146291,1,45,2,1.0,50.4149081,30.5201954,3940.3827716751825,62,70000
https://blagovist.ua/object/419941972,1,170,4,0.17857142857142858,50.4170291,30.5244935,3696.023984639892,16,380000
https://blagovist.ua/object/420225277,1,175,4,0.125,50.4499884,30.448082,5383.4370282678765,16,280000
https://blagovist.ua/object/419498802,3,115,3,0.391304347826087,50.401871,30.6142429,8376.375135094708,6,280000
https://blagovist.ua/object/50365848,1,125,2,0.75,50.4516383,30.4915924,2298.1195923765667,6,500000
https://blagovist.ua/object/251682895,1,113.1,3,0.3888888888888889,50.4493658,30.4769604,3333.6660344025877,1,165000
https://blagovist.ua/object/33660826,1,96.1,3,1.0,50.4609499,30.5852831,4521.074711751051,6,112000
https://blagovist.ua/object/201359760,1,294.5,4,0.6666666666666666,50.4415448,30.5488325,2020.0267891303756,6,2000000
https://blagovist.ua/object/117476174,1,70,3,1.0,50.430908,30.4750965,4078.467682781464,81,95000
https://blagovist.ua/object/33660438,1,429.3,4,0.2222222222222222,50.4571898,30.5195179,831.506579025563,11,3300000
https://blagovist.ua/object/81086,1,67,3,1.0,50.4323572,30.5326322,2085.5556322813545,54,80000
https://blagovist.ua/object/251675495,1,105.9,2,0.88,50.425697,30.525786,2734.903585695341,6,394000
https://blagovist.ua/object/285240416,1,92.3,3,0.8125,50.4026417,30.6345006,9475.712036700184,16,82000
https://blagovist.ua/object/117479970,1,82,2,0.5714285714285714,50.4249317,30.5344498,2915.0912148665557,6,102000
https://blagovist.ua/object/420873319,2,78,2,0.12,50.5342012,30.5987321,10746.126571436711,26,67000
https://blagovist.ua/object/419670107,2,117.3,5,0.9615384615384616,50.47844,30.34015,13420.905607616543,6,69500
https://blagovist.ua/object/421321164,3,140,4,1.0,50.457402,30.37974,10268.342289829086,16,140000
https://blagovist.ua/object/201361220,1,68.6,3,0.2,50.441444,30.525908,990.3975435104863,81,150000
https://blagovist.ua/object/251683181,3,39.9,1,0.48,50.4128865,30.4760253,5369.162848131196,1,25200
https://blagovist.ua/object/16850744,2,147.9,5,0.9090909090909091,50.406378,30.656502,10609.37417808968,16,160000
https://blagovist.ua/object/117484717,1,84.8,2,1.0,50.5091823,30.4491843,8433.158606082005,11,117000
https://blagovist.ua/object/420059370,1,42.7,2,0.5,50.412215,30.498505,4599.00733724048,81,80000
https://blagovist.ua/object/117473758,1,78,2,0.5652173913043478,50.3948404,30.6227588,9344.745626948039,16,145000
https://blagovist.ua/object/419899788,1,58,1,1.0,50.4416058,30.4988528,2020.8222105934253,110,75000
https://blagovist.ua/object/83918140,1,144,3,1.0,50.481963,30.391608,10034.999449478293,6,93000
https://blagovist.ua/object/201362436,1,43,1,0.125,50.446665,30.2787523,17414.92704335382,11,35500
https://blagovist.ua/object/419946855,2,105.6,3,0.6111111111111112,50.4242527,30.6434615,8972.784294640465,22,95000
https://blagovist.ua/object/117480411,3,118.9,3,0.25,50.4220849,30.5148577,3198.1366398100045,6,199000
https://blagovist.ua/object/421010596,2,88,4,0.75,50.457321,30.371828,10828.04970139478,34,75000
https://blagovist.ua/object/420841187,1,108,3,0.6,50.4517689,30.3754426,10544.073582721245,16,162000
https://blagovist.ua/object/105859,1,125,3,0.9166666666666666,50.447235,30.535605,898.2055072067177,6,490000
https://blagovist.ua/object/201362354,1,103.9,4,0.3125,50.4497429,30.5974297,5224.684149659074,34,120000
https://blagovist.ua/object/50366391,1,140.9,3,1.0,50.3488395,30.4892392,11546.388311010343,6,93000
https://blagovist.ua/object/117483035,3,91.4,2,0.9545454545454546,50.4140557,30.5386877,4161.712406819736,6,124000
https://blagovist.ua/object/251682873,1,57,1,1.0,50.4745067,30.5141297,2785.499200368274,11,93200
https://blagovist.ua/object/285234181,1,40,1,0.9,50.4371674,30.6180344,6844.429923181298,6,75000
https://blagovist.ua/object/33661022,13,75,2,0.5,50.467214,30.470845,4212.758486593839,16,135000
https://blagovist.ua/object/201361010,1,197,4,0.9583333333333334,50.414945,30.530899,3959.159823523174,6,950000
https://blagovist.ua/object/419968706,1,108,3,0.6470588235294118,50.4439337,30.4487574,5381.4817294699415,11,110000
https://blagovist.ua/object/67147660,1,44.6,1,0.16666666666666666,50.4936148,30.4270104,8402.5608919473,1,55000
https://blagovist.ua/object/184575843,1,75.4,2,0.9166666666666666,50.4320808,30.4773994,3870.7620934144393,1,91500
https://blagovist.ua/object/419954943,2,72,3,0.125,50.4122326,30.6648726,10871.084887815196,26,59000
https://blagovist.ua/object/251680249,1,65,2,0.2,50.4373128,30.518339,1492.1165155029043,110,200000
https://blagovist.ua/object/420823276,2,52.2,2,0.3333333333333333,50.410625,30.388569,10573.15311514518,23,60000
https://blagovist.ua/object/420256668,1,74.1,3,0.4,50.4140557,30.5386877,4161.712406819736,81,97000
https://blagovist.ua/object/419974373,3,69,1,0.35,50.4505577,30.4874691,2586.029188541276,1,117000
https://blagovist.ua/object/285235359,4,77.8,2,0.28,50.4094481,30.5068587,4697.237895342595,26,71400
https://blagovist.ua/object/67147668,1,58.8,2,1.0,50.4417039,30.4964999,2164.4414122335243,110,72000
https://blagovist.ua/object/285231858,1,87,2,0.4,50.4233304,30.4649027,5149.120829253678,6,81000
https://blagovist.ua/object/151021124,1,91.6,2,0.3333333333333333,50.469382,30.52249,2130.3210568526288,1,182000
https://blagovist.ua/object/419946930,1,66,2,0.4166666666666667,50.4574646,30.4266738,6950.385235792825,1,70000
https://blagovist.ua/object/16865204,1,132,4,0.625,50.4494466,30.6000334,5410.052385866162,16,270000
https://blagovist.ua/object/117482934,1,103,3,0.5,50.513599,30.500302,7242.989512354391,1,250000
https://blagovist.ua/object/201360931,3,150.3,3,0.2727272727272727,50.4140557,30.5386877,4161.712406819736,6,165000
https://blagovist.ua/object/420737679,1,220,4,0.6428571428571429,50.443096,30.5159381,975.4397409613421,11,1100000
https://blagovist.ua/object/419989380,1,110,3,0.5294117647058824,50.3932536,30.6270504,9690.523356875223,11,185000
https://blagovist.ua/object/251683597,7,82,2,0.2608695652173913,50.4337859,30.3720879,10935.49660904053,6,66000
https://blagovist.ua/object/420657208,1,77,2,0.7916666666666666,50.390994,30.625446,9772.3983496773,11,162000
https://blagovist.ua/object/419974854,1,212,3,0.19047619047619047,50.4417191,30.5492676,2038.0976876144389,6,1000000
https://blagovist.ua/object/67146425,1,76.7,3,0.4,50.442158,30.535075,1201.467720403816,34,145000
https://blagovist.ua/object/419984558,1,112,3,0.8387096774193549,50.454272,30.5934116,4959.186876230728,1,221000
https://blagovist.ua/object/67144715,1,205,4,0.6521739130434783,50.427107,30.550585,3198.1415006685506,16,430000
https://blagovist.ua/object/201361779,1,60,2,0.6,50.4643235,30.474836,3818.670189836693,81,85000
https://blagovist.ua/object/33661094,1,104.4,3,0.375,50.4149353,30.530897,3960.2123737042493,6,375000
https://blagovist.ua/object/83927293,1,159,2,0.16,50.452775,30.447075,5462.096937942214,16,230000
https://blagovist.ua/object/201356617,1,48,1,0.2857142857142857,50.451047,30.506266,1253.838991670991,110,100000
https://blagovist.ua/object/419442377,1,74,2,0.42857142857142855,50.4558211,30.4521936,5128.87506754123,6,215000
https://blagovist.ua/object/50366004,1,90,3,0.64,50.408461,30.543852,4860.605404824051,6,330000
https://blagovist.ua/object/421275293,4,96,4,0.2222222222222222,50.5145582,30.6079998,9320.679412941545,26,65000
https://blagovist.ua/object/33660854,1,94.2,3,0.44,50.496913,30.4671187,6572.181199239825,1,55000
https://blagovist.ua/object/201362075,7,93,3,0.53125,50.4417356,30.4966434,2153.7364913868364,6,170000
https://blagovist.ua/object/421320875,1,120,3,0.9411764705882353,50.435543,30.63592,8124.700989638231,16,175000
https://blagovist.ua/object/420951792,1,47,2,0.5,50.439425,30.466745,4232.749809650036,54,65000
https://blagovist.ua/object/50366170,1,105,3,0.92,50.4299697,30.4871658,3448.020768613508,11,165000
https://blagovist.ua/object/419542189,4,59,3,0.6666666666666666,50.435351,30.612197,6488.559437384595,39,57000
https://blagovist.ua/object/33661076,1,60,2,0.08,50.4110891,30.5431604,4566.80725417779,6,120000
https://blagovist.ua/object/419990684,1,163,4,0.92,50.4110891,30.5431604,4566.80725417779,6,320000
https://blagovist.ua/object/117483716,1,155,4,0.26666666666666666,50.4928371,30.5229732,4737.660423704151,16,350000
https://blagovist.ua/object/268436794,2,80,3,0.75,50.4697172,30.6181449,7037.138641089225,24,85000
https://blagovist.ua/object/106916,2,113,4,0.14285714285714285,50.416309,30.458265,5997.79959177644,26,98000
https://blagovist.ua/object/385911371,1,128,4,0.7083333333333334,50.5131233,30.4945674,7297.105136878321,6,220000
https://blagovist.ua/object/420453313,2,71.3,3,0.1111111111111111,50.492556,30.508753,4826.97274199829,32,70000
https://blagovist.ua/object/110509,1,73,2,0.32,50.3802615,30.5335652,7816.205417189483,26,85000
https://blagovist.ua/object/419530714,1,101,3,1.0,50.4694397,30.4685684,4470.708669771756,81,150000
https://blagovist.ua/object/117482172,4,64.8,2,0.36,50.379499,30.469085,8780.18913856073,22,60000
